4320230;Biblioteca Pública Municipal Damaris Muller de Quadros;Rua João Batista Guedes;55;Sede Nova;Rio Grande do Sul;98675-000;Brazil;(55) 9938-6549;(55) 3526-1100;;0;RS;;0;;
4320263;Biblioteca Pública Municipal Sebastião Giehl;Rua Leônida Unfer;s/n;Segredo;Rio Grande do Sul;;Brazil;;;;0;RS;;0;;
4320305;Biblioteca Pública Municipal de Selbach;Rua 15 de Novembro;175;Selbach;Rio Grande do Sul;99450-000;Brazil;(54) 3387-1122;(54) 3387-1122;;0;RS;;0;;
4320321;Biblioteca Pública Municipal Oito de Março;Rua Henrique Martins;s/n;Senador Salgado Filho;Rio Grande do Sul;98895-000;Brazil;(55) 9626-8196;;;0;RS;;0;;
4320354;Biblioteca Pública Municipal;Rua Coronel Manoel Vasconcelos;s/n;Sentinela do Sul;Rio Grande do Sul;;Brazil;;(51) 3679-1088;;0;RS;;0;;
4320404;Biblioteca Pública Municipal Mário Quintana;Av. 25 de Julho;202;Serafina Corrêa;Rio Grande do Sul;;Brazil;;;;0;RS;;0;;
4320453;Biblioteca Pública Municipal Miguel Raimundo Schauren;Rua 15 de Novembro;s/n;Sério;Rio Grande do Sul;;Brazil;;;;0;RS;;0;;
4320503;Biblioteca Pública Municipal de Sertão;Av. Getúlio Vargas;454;Sertão;Rio Grande do Sul;99170-000;Brazil;(54) 3345-1295;(54) 3345-1295;;0;RS;;0;;
4320552;Biblioteca Pública Municipal;Rua 24 de Março;1890;Sertão Santana;Rio Grande do Sul;92850-000;Brazil;(51) 3495-1324;;;0;RS;;0;;
4320578;Biblioteca Pública Municipal Natália Zajac Colovini;Rua Artur Otomar Grosse;70;Sete de Setembro;Rio Grande do Sul;;Brazil;;;;0;RS;;0;;
4320602;Biblioteca Pública Municipal de Severiano de Almeida;Pç. 12 de Abril;s/n;Severiano de Almeida;Rio Grande do Sul;99810-000;Brazil;(51) 3525-1122;(54) 3525-1122;;0;RS;;0;;
4320651;Biblioteca Pública Municipal Professora Onice Bianchi;Rua Francisco Querino;407;Silveira Martins;Rio Grande do Sul;;Brazil;;;;0;RS;;0;;
4320677;Biblioteca Pública Alfonso Ignácio Swarowsky;Rua Bernardo Fuerstenau;181;Sinimbu;Rio Grande do Sul;;Brazil;;;;0;RS;;0;;
4320701;Biblioteca Pública Municipal Felícia Almeida Forzen Vidal;Av. João Antônio;381;Sobradinho;Rio Grande do Sul;;Brazil;;(51) 3742-1098;;0;RS;;0;;
4320800;Biblioteca Pública Municipal Alcides Maia;Rua Benjamin Constant;60;Soledade;Rio Grande do Sul;99300-000;Brazil;(54) 3381-5523;(54) 3381-5523;;0;RS;;0;;
4320909;Biblioteca Pública Municipal Eduardo Damiani;Rua Coronel Gervásio;510;Tapejara;Rio Grande do Sul;99950-000;Brazil;(54) 3344-2023;;;0;RS;;0;;-52
4321006;Biblioteca Municipal de Tapera;Av. 15 de Novembro;1114;Tapera;Rio Grande do Sul;99490-000;Brazil;(54) 3385-2323;;;0;RS;;0;;
4321105;Biblioteca Pública Municipal Levino Chaves Martins;Rua João Ataliba Wolf;559;Tapes;Rio Grande do Sul;;Brazil;;;;0;RS;;0;;
4321204;Biblioteca Pública Municipal de Taquara;Rua Júlio de Castilhos;2550 Sl-2;Taquara;Rio Grande do Sul;;Brazil;;;;0;RS;;0
4321303;Biblioteca Pública Municipal de Taquari Casa Arthur da Costa e Silva;Rua Cônego Tostes;1690;Taquari;Rio Grande do Sul;;Brazil;;(51) 3653-1266;;0;RS;;0
4321329;Biblioteca Pública Municipal de Taquaruçu do Sul;Rua Padre Afonso Correa;450;Taquaruçu do Sul;Rio Grande do Sul;98410-000;Brazil;(55) 3739-1079;;;0;RS;;0
4321352;Biblioteca Pública Municipal Professora Rosália de Araújo Chaves;Rua D. Leonor;102;Tavares;Rio Grande do Sul;;Brazil;;;;0;RS;;0
4321402;Biblioteca Pública Municipal;Pç. Tenente Paiva;145;Tenente Portela;Rio Grande do Sul;98500-000;Brazil;(55) 3551-1685;(55) 3551-1454;;0;RS;;0
4321436;Biblioteca Pública Municipal Leopoldo Tietboechl -  Tietbvehl;Av. Osvaldo Bastos;642;Terra de Areia;Rio Grande do Sul;;Brazil;;;;0;RS;;0
4321451;Biblioteca Pública Municipal de Teutonia -  Prof. Arno Sommer;Rua Major Bandeira;675;Teutônia;Rio Grande do Sul;;Brazil;;;;0;RS;;0
4321469;Biblioteca Pública Municipal Mário Quintana;Rua Paraná;2087;Tio Hugo;Rio Grande do Sul;99985-000;Brazil;(54) 3338-9144;;;0;RS;;0
4321493;Biblioteca Pública de Toropi;Rua 22 de Outubro;478;Toropi;Rio Grande do Sul;;Brazil;;;;0;RS;;0
4321501;Biblioteca Pública Municipal Clóvis Webber Rodrigues;Av. José Bonifácio;877;Torres;Rio Grande do Sul;;Brazil;;;;0;RS;;0
4321600;Biblioteca Pública Municipal Manoelito de Ornelas;Rua da Igreja;346;Tramandaí;Rio Grande do Sul;;Brazil;;;;0;RS;;0
4321626;Biblioteca Pública Municipal de Travesseiro;Rua 20 de Março;307;Travesseiro;Rio Grande do Sul;;Brazil;;(51) 3759-1122;;0;RS;;0
4321667;Biblioteca Pública Municipal Três Cachoeiras;Rua Padre Rizzieri Delai;977;Três Cachoeiras;Rio Grande do Sul;;Brazil;;;;0;RS;;0
4321709;Biblioteca Pública Municipal de Três Coroas;Rua 12 de Maio;117;Três Coroas;Rio Grande do Sul;;Brazil;;(51) 3546-6035;;0;RS;;0
4321808;Biblioteca Pública Municipal Edson Franco de Azambuja;Rua Osvaldo Cruz;727;Três de Maio;Rio Grande do Sul;98910-000;Brazil;(55) 3535-2451;;;0;RS;;0
4321857;Biblioteca Pública Municipal Mário Quintana;Trav. Bandeirantes;52;Três Palmeiras;Rio Grande do Sul;99675-000;Brazil;;;;0;RS;;0
4321907;Biblioteca Pública Municipal;Rua Ricardo Rieck;235;Três Passos;Rio Grande do Sul;98600-000;Brazil;(55) 3522-2122;;;0;RS;;0
4321956;Biblioteca Pública Municipal Érico Veríssimo;Rua Alecrim;120;Trindade do Sul;Rio Grande do Sul;99615-000;Brazil;(54) 3541-1025;;;0;RS;;0
4322004;Biblioteca Pública Municipal Coronel João Maia;Rua Demétrio Ribeiro;40;Triunfo;Rio Grande do Sul;;Brazil;;;;0;RS;;0
4322186;Biblioteca Pública Municipal;Av. Luís Panisson;871;Tupanci do Sul;Rio Grande do Sul;;Brazil;;(54) 3616-9242;;0;RS;;0
4322202;Biblioteca Municipal Doutor Pedro Pinto;Rua João Moreira Alberto;147;Tupanciretã;Rio Grande do Sul;98170-000;Brazil;(55) 3272-1811;(55) 3272-1864;;0;RS;;0
4322251;Biblioteca Pública Municipal São Francisco;Rua Carlos Weber;418;Tupandi;Rio Grande do Sul;;Brazil;;;;0;RS;;0
4322327;Biblioteca Municipal de Turuçu;BR 116;s/n;Turuçu;Rio Grande do Sul;;Brazil;;;;0;RS;;0
4322350;Biblioteca Pública Municipal Érico Veríssimo;Rua Monsenhor Paulo Chiaramonte;s/n;União da Serra;Rio Grande do Sul;;Brazil;;;;0;RS;;0
4322376;Biblioteca Pública Municipal Doroteo do Amaral;Rua Desidério Finamor;s/n;Unistalda;Rio Grande do Sul;;Brazil;;;;0;RS;;0
4322400;Biblioteca Pública Municipal Luiz Guilherme do Prado Veppo;Rua Santana;2588;Uruguaiana;Rio Grande do Sul;;Brazil;;;;0;RS;;0
4322509;Biblioteca Pública Municipal Theobaldo Paim Borges;Rua Ramiro Barcelos;876;Vacaria;Rio Grande do Sul;;Brazil;;(54) 3232-1544;;0;RS;;0
4322541;Biblioteca Pública Municipal Padre Benno Petry;RS 452;Km 14;Vale Real;Rio Grande do Sul;;Brazil;;;;0;RS;;0
4322525;Biblioteca Pública Municipal de Vale Verde;Rua Assis Brasil;s/n;Vale Verde;Rio Grande do Sul;95833-000;Brazil;(51) 3655-9092;;;0;RS;;0
4322558;Biblioteca Pública Municipal de Vanini;Rua Rui Barbosa;122;Vanini;Rio Grande do Sul;99290-000;Brazil;(54) 3340-1200;(54) 3340-1200;;0;RS;;0
4322608;Biblioteca Pública Municipal de Venâncio Aires;Rua Osvaldo Aranha;515;Venâncio Aires;Rio Grande do Sul;95800-000;Brazil;(51) 3983-1080;;;0;RS;;0
4322707;Biblioteca Pública Municipal de Vera Cruz;Rua Jacob Schneider;111;Vera Cruz;Rio Grande do Sul;96880-000;Brazil;(51) 3718-1826;;;0;RS;;0
4322806;Biblioteca Pública Municipal Mansueto Bernardi;Rua Carlos Barbosa;55;Veranópolis;Rio Grande do Sul;;Brazil;;;;0;RS;;0
4322855;Biblioteca Pública Municipal de Vespasiano Corrêa;Rua Professor Sérgio Beninho Gheno;1074;Vespasiano Correa;Rio Grande do Sul;;Brazil;;;;0;RS;;0
4322905;Biblioteca Pública Municipal Professor João Orso;Rua Bento Gonçalves;141;Viadutos;Rio Grande do Sul;99820-000;Brazil;(51) 3395-1994;;;0;RS;;0
4323002;Biblioteca Pública Municipal Mário Quintana;Rua Casemiro de Abreu;385;Viamão;Rio Grande do Sul;;Brazil;;;;0;RS;;0
4323101;Biblioteca Pública Municipal de Vicente Dutra;Rua Humaitá;931;Vicente Dutra;Rio Grande do Sul;98450-000;Brazil;;;;0;RS;;0
4323200;Biblioteca Pública Municipal Monteiro Lobato;Rua João Augustin;46;Victor Graeff;Rio Grande do Sul;99350-970;Brazil;(54) 3338-1019;;;0;RS;;0
4323309;Biblioteca Pública Municipal Érico Veríssimo;Rua Armando Criveletto;146;Vila Flores;Rio Grande do Sul;;Brazil;;;;0;RS;;0
4323358;Biblioteca Pública Municipal Fonte da Cultura;Rua Vitório Costella;s/n;Vila Lângaro;Rio Grande do Sul;99955-000;Brazil;;;;0;RS;;0
4323408;Biblioteca Pública Municipal de Vila Maria;Rua Benjamin Constant;524;Vila Maria;Rio Grande do Sul;99155-000;Brazil;(54) 3359-1528;;;0;RS;;0
4323507;Biblioteca Pública Municipal Antônio José Piaia;Av. Sol da América;347;Vista Alegre;Rio Grande do Sul;98415-000;Brazil;(55) 3730-1020;(55) 3730-1050;;0;RS;;0
4323606;Biblioteca Pública Municipal Fioravante Tonus;Rua Flores da Cunha;141;Vista Alegre do Prata;Rio Grande do Sul;;Brazil;;(54) 3478-1100;;0;RS;;0
4323705;Biblioteca Pública Municipal Humberto de Campos;Av. 9 de Maio;1701;Vista Gaúcha;Rio Grande do Sul;98535-000;Brazil;(55) 3552-1166;(55) 3552-1166;;0;RS;;0
4323754;Biblioteca Municipal Mário Quintana;Rua dos Imigrantes;1128;Vitória das Missões;Rio Grande do Sul;;Brazil;;;;0;RS;;0
4323804;Biblioteca Pública Municipal;Av. Paraguassu;1010;Xangri-lá;Rio Grande do Sul;;Brazil;;;;0;RS;;0
1100015;Biblioteca Municipal Aurélia Stedile;Pç. Izidoro Stedile;s/n;Alta Floresta D'Oeste;Rondônia;;Brazil;;(69) 3641-2215;;0;RO;;0
1100379;Biblioteca Pública Municipal Darci Ribeiro;Av. Presidente Prudente;s/n;Alto Alegre dos Parecis;Rondônia;;Brazil;;;;0;RO;;0
1100403;Biblioteca Municipal Confúcio Moura;Av. Jorge Teixeira;3513;Alto Paraíso;Rondônia;;Brazil;;(69) 3534-2104;;0;RO;;0
1100346;Biblioteca Municipal Noeli Boaria Alves;Rua Guimarães Rosa;4896;Alvorada D'Oeste;Rondônia;76930-000;Brazil;(69) 3412-2406;;;0;RO;;0
1100023;Biblioteca Municipal Pedro Tavares Batalha;Av. Tancredo Neves Setor Institucional;2490;Ariquemes;Rondônia;78932-000;Brazil;(69) 3536-2422;(69) 3535-4795;;0;RO;;0
1100452;Biblioteca Pública Municipal Jorge Amado;Rua Taguatinga;1704;Buritis;Rondônia;;Brazil;;;;0;RO;;0
1100601;Biblioteca Municipal Monteiro de Lobato;Rua João Boava;1421;Cacaulândia;Rondônia;78944-000;Brazil;(69) 3532-2104;(69) 3532-2121;;0;RO;;0
1100049;Biblioteca Pública Municipal Vinicius de Moraes;Rua Rio Branco;2140;Cacoal;Rondônia;78975-000;Brazil;(69) 3907-4027;;;0;RO;;0
1100700;Biblioteca Pública Municipal José de Alencar;Rua Costa e Silva;s/n;Campo Novo de Rondônia;Rondônia;76887-000;Brazil;(69) 3239-2217;;;0;RO;;0
1100809;Biblioteca Pública Municipal Elói Lemos;Rua Zacarias Vicente Santos;s/n;Candeias do Jamari;Rondônia;;Brazil;;;;0;RO;;0
1100908;Biblioteca Municipal Professora Ivani Miguel da Silva;Av. Jacarandá;s/n;Castanheiras;Rondônia;;Brazil;;;;0;RO;;0
1100924;Biblioteca Pública Municipal de Chupinguaia;Av. Primavera;1890;Chupinguaia;Rondônia;;Brazil;;(69) 3346-1107;;0;RO;;0
1100064;Biblioteca Municipal Rui Barbosa;Av. Paulo de Assis;3956;Colorado do Oeste;Rondônia;;Brazil;;(69) 3341-4467;;0;RO;;0
1100072;Biblioteca Municipal Machado de Assis;Av. Guarajus;2054;Corumbiara;Rondônia;;Brazil;;;;0;RO;;0
1100098;Biblioteca Pública Municipal Castro Alves;Av. 7 de Setembro;2036;Espigão D'Oeste;Rondônia;;Brazil;;;;0;RO;;0
1101005;Biblioteca Municipal Sirlei Leite Ribeiro;Rua Cerejeiras;2785;Governador Jorge Teixeira;Rondônia;;Brazil;;(69) 3524-1234;;0;RO;;0
1100106;Biblioteca Pública Municipal Jarbas Passarinho;AV. 15 de Novembro;s/n;Guajará-Mirim;Rondônia;;Brazil;;;;0;RO;;0
1100122;Biblioteca Municipal Doutor Cyro Escobar Ribeiro;Av. Transcontinental;s/n;Ji-Paraná;Rondônia;78960-000;Brazil;(69) 3423-4659;;;0;RO;;0
1100130;Biblioteca Pública Municipal Professora Maria Andrade Silva;Av. Castelo Branco;2556;Machadinho D'Oeste;Rondônia;;Brazil;;;;0;RO;;0
1101203;Biblioteca Pública Municipal Neuza Pereira da S. Manfredinho;Av. Bahia;5635;Ministro Andreazza;Rondônia;76919-970;Brazil;(69) 9914-6963;;;0;RO;;0
1101302;Biblioteca Municipal Vereador Antônio Vieira Sobrinho;Av. Principal;s/n;Mirante da Serra;Rondônia;;Brazil;;(69) 3463-2091;;0;RO;;0
1101401;Biblioteca Municipal Confúcio Moura;Av. Jorge Teixeira;s/n;Monte Negro;Rondônia;;Brazil;;(69) 3530-3162;;0;RO;;0
1100148;Biblioteca Pública Municipal Amália de Souza Mello;Av. J K;s/n;Nova Brasilândia D'Oeste;Rondônia;;Brazil;;(69) 3418-2641;;0;RO;;0
1100338;Biblioteca Pública Municipal Tancredo Neves;Av. Desidério Domingos Lopes;3160;Nova Mamoré;Rondônia;;Brazil;;;;0;RO;;0
1100155;Biblioteca Pública Olavo Bilac;Rua Daniel Comboni;s/n;Ouro Preto do Oeste;Rondônia;;Brazil;;;;0;RO;;0
1101450;Biblioteca Municipal Juarez Tavares;Rua da Matriz;336;Parecis;Rondônia;;Brazil;;(69) 3447-1135;;0;RO;;0
1100189;Biblioteca Pública Municipal Padre Adolfo Rhotz;Av. Presidente Dutra;s/n;Pimenta Bueno;Rondônia;76970-000;Brazil;(69) 3451-2296;(69) 3451-9277;;0;RO;;0
1100205;Biblioteca Pública Municipal Francisco Meirelles;Rua José do Patrocínio;200;Porto Velho;Rondônia;;Brazil;;(69) 3901-3029;;0;RO;;0
1100254;Biblioteca Municipal Doutor Ulisses Guimarães;Rua Independência;s/n;Presidente Médici;Rondônia;78968-000;Brazil;(69) 3471-3050;;;0;RO;;0
1101476;Biblioteca Pública Municipal Dazinho Neres Francino;Av. Tancredo Neves;s/n;Primavera de Rondônia;Rondônia;;Brazil;;(69) 3446-1140;;0;RO;;0
1100288;Biblioteca Pública Municipal Claudevi Aparecido Pauim;Av. Fortaleza;s/n;Rolim de Moura;Rondônia;;Brazil;;;;0;RO;;0
1100296;Biblioteca Municipal Monteiro Lobato;Av. Brasil;s/n;Santa Luzia D'Oeste;Rondônia;;Brazil;;(69) 3434-2732;;0;RO;;0
1101492;Biblioteca Pública Municipal Roberto Marinho;Av. Brasil;s/n;São Francisco do Guaporé;Rondônia;;Brazil;;;;0;RO;;0
1100320;Biblioteca Pública Cora Coralina;Av. Capitão Sílvio;760;São Miguel do Guaporé;Rondônia;;Brazil;;(69) 3642-2353;;0;RO;;0
1101500;Biblioteca Municipal Renan Camilo de Vasconcelos;Rua Curitiba;s/n;Seringueiras;Rondônia;79990-000;Brazil;;;;0;RO;;0
1101559;Biblioteca Municipal Raquel de Queiroz;Rua Genibaldo de Souza;s/n;Teixeirópolis;Rondônia;;Brazil;;;;0;RO;;0
1101609;Biblioteca Municipal Confúcio Moura;Av. 13 de Fevereiro;s/n;Theobroma;Rondônia;;Brazil;;(69) 3523-1159;;0;RO;;0
1101807;Biblioteca Municipal Edileuza Rocha de Lima;Pç. Municipal Deusdete Gomes Moreira;s/n;Vale do Paraíso;Rondônia;;Brazil;;;;0;RO;;0
1100304;Biblioteca Pública Municipal Monteiro Lobato;Pç. Nossa Senhora Aparecida;s/n;Vilhena;Rondônia;;Brazil;;(69) 3919-7006;;0;RO;;0
1400050;Biblioteca Pública Municipal Palmira de Castro Machado;Av. Santo Amaro;s/n;Alto Alegre;Roraima;69350-000;Brazil;(95) 3263-1863;;;0;RR;;0
1400100;Biblioteca Pública Municipal Professor Eloy Gomes;Parque Municipal Germano Augusto Sampaio;s/n;Boa Vista;Roraima;69315-170;Brazil;(95) 3621-6002;(95) 3621-6002;;0;RR;;0
1400159;Biblioteca Pública Municipal de Bonfim;Rua Rodrigo Pires Figueiredo;s/n;Bonfim;Roraima;69380-000;Brazil;(95) 3552-1233;(95) 3552-1314;;0;RR;;0
1400233;Biblioteca Pública Municipal Florentino de Almeida;Av. Paulino Gomes da Costa;s/n;Caroebe;Roraima;69378-000;Brazil;(95) 3236-1588;;;0;RR;;0
1400472;Biblioteca Municipal Cecília Meireles;Rodovia BR 174 - km 468;s/n;Rorainópolis;Roraima;69373-000;Brazil;(95) 3238-1807;;;0;RR;;0
1400506;Biblioteca Municipal Antônio Augusto Martins;Rua São Benedito;s/n;São João da Baliza;Roraima;69375-000;Brazil;(95) 3235-1553;;;0;RR;;0
1400605;Biblioteca Pública Municipal;Av. Boa Vista;s/n;São Luiz;Roraima;69370-000;Brazil;(95) 3537-1430;(95) 3537-1207;;0;RR;;0
1400704;Biblioteca Pública Municipal Uiramutã;Rua Cicimota;s/n;Uiramutã;Roraima;69358-000;Brazil;(95) 3591-1038;;;0;RR;;0
4200051;Biblioteca Pública Municipal de Abdon Batista;Rua Valeriano Demenek;630;Abdon Batista;Santa Catarina;89636-000;Brazil;(49) 3545-1275;;;0;SC;;0
4200101;Biblioteca Pública Municipal Rui Barbosa;Av. Padre João Schmidt;1287;Abelardo Luz;Santa Catarina;89830-000;Brazil;(49) 3445-4322;;;0;SC;;0
4200200;Biblioteca Pública Municipal de Agrolândia;Pç. dos Pioneiros;8;Agrolândia;Santa Catarina;88420-000;Brazil;(47) 3534-4155;(47) 3534-4155;;0;SC;;0
4200309;Biblioteca Pública Municipal Paulo Bittencourt;Rua Ângela Forzanari;s/n;Agronômica;Santa Catarina;89188-000;Brazil;(47) 3542-0234;(47) 3542-0234;;0;SC;;0
4200408;Biblioteca Pública Municipal Presidente Médici;Rua 15 de Novembro;311;Água Doce;Santa Catarina;89654-000;Brazil;(49) 3524-0764;(49) 3524-0585;;0;SC;;0
4200507;Biblioteca Pública Municipal Fonte do Saber;Rua Nossa Senhora Aparecida;235;Águas de Chapecó;Santa Catarina;89867-000;Brazil;(49) 3339-0190;(49) 3339-0190;;0;SC;;0
4200556;Biblioteca Pública Municipal Frei Almir Schneider;Rua Castelo Branco;637;Águas Frias;Santa Catarina;89843-000;Brazil;(49) 3332-0016;;;0;SC;;0
4200606;Biblioteca Pública Municipal Orival Augusto Lehmkuhl;Rua Higino Martins;42;Águas Mornas;Santa Catarina;88150-000;Brazil;(48) 3245-7033;(48) 3245-7230;;0;SC;;0
4200705;Biblioteca Pública Municipal Castro Alves;Rua Anitápolis;s/n;Alfredo Wagner;Santa Catarina;88450-000;Brazil;(48) 3276-1001;(48) 3276-1001;;0;SC;;0
4200754;Biblioteca Pública Municipal Maria Anita Kuhn;Rua José Bordin;55;Alto Bela Vista;Santa Catarina;89730-000;Brazil;(49) 3455-9003;;;0;SC;;0
4200804;Biblioteca Municipal Vereador Modesto Lago;Rua Olímpio Dal Magro;s/n;Anchieta;Santa Catarina;89970-970;Brazil;(49) 3653-0587;;;0;SC;;0
4200903;Biblioteca Pública Municipal;Rua Manoel Lino Koerich;s/n;Angelina;Santa Catarina;88460-970;Brazil;(48) 3274-1155;(48) 3274-1212;;0;SC;;0
4201000;Biblioteca Pública Municipal João Bento da Silva;Rua Evaldo Rogério Godói;s/n;Anita Garibaldi;Santa Catarina;88590-000;Brazil;(49) 3543-0819;(49) 3543-0819;;0;SC;;0
4201109;Biblioteca Pública Municipal de Anitápolis;Rua Gonçalves Júnior;260;Anitápolis;Santa Catarina;88450-970;Brazil;(48) 3256-0131;(47) 3256-0188;;0;SC;;0
4201208;Biblioteca Pública Municipal de Antônio Carlos;Pç. Anchieta;10;Antônio Carlos;Santa Catarina;88180-000;Brazil;(48) 3272-1123;;;0;SC;;0
4201257;Biblioteca Pública Municipal de Apiúna;Av. Florianópolis;183;Apiúna;Santa Catarina;89135-970;Brazil;(47) 3353-1412;;;0;SC;;0
4201273;Biblioteca Pública Municipal de Arabutã;AV. Lauro Müller;210;Arabutã;Santa Catarina;89740-000;Brazil;(49) 3448-0048;(49) 3448-0234;;0;SC;;0
4201307;Biblioteca Pública Municipal Victor Antônio de Oliveira;Rua Bom Jesus;6;Araquari;Santa Catarina;89245-000;Brazil;(47) 3447-1067;;;0;SC;;0
4201406;Biblioteca Pública Municipal Luiz Delfino;Rua Jardim Alcebíades Sena;s/n;Araranguá;Santa Catarina;88900-000;Brazil;(48) 3524-1787;;;0;SC;;0
4201604;Biblioteca Pública Municipal Ministro Jorge Konder Bornhausen;Rua Galdino Nesi;04;Arroio Trinta;Santa Catarina;89590-000;Brazil;(49) 3535-6026;(49) 3535-6010;;0;SC;;0
4201653;Biblioteca Pública Municipal Venâncio Machado;Rua 15 de Novembro;25;Arvoredo;Santa Catarina;89778-000;Brazil;(49) 3356-3031;;;0;SC;;0
4201703;Biblioteca Pública Municipal Prefeito Gecindo Pestoni;Rua Dom Bosco;200;Ascurra;Santa Catarina;89138-000;Brazil;(47) 3383-2241;;;0;SC;;0
4201802;Biblioteca Pública Municipal de Atalanta;Rua Ernesto Beck;364;Atalanta;Santa Catarina;88410-000;Brazil;(47) 3535-0023;(47) 3535-0023;;0;SC;;0
4201901;Biblioteca Pública Municipal Hermann Laué;Rua 25 de Julho;50;Aurora;Santa Catarina;89186-970;Brazil;(47) 3524-0197;;;0;SC;;0
4201950;Biblioteca Pública Municipal de Balneário Arroio do Silva;Av. Florianópolis;476;Balneário Arroio do Silva;Santa Catarina;88914-000;Brazil;(48) 3526-2905;;;0;SC;;0
4202057;Biblioteca Pública Municipal Portal do Conhecimento de Balneário Barra do S;Rua Amândio Cabral;457;Balneário Barra do Sul;Santa Catarina;89247-000;Brazil;(47) 3448-3811;(47) 3448-1043;;0;SC;;0
4202008;Biblioteca Pública Municipal Machado de Assis;3.ª Avenida;s/n;Balneário Camboriú;Santa Catarina;88340-000;Brazil;(47) 3361-8205;(47) 3361-8205;;0;SC;;0
4202073;Biblioteca Pública Municipal Balneário Gaivota;2.ª Avenida;493;Balneário Gaivota;Santa Catarina;88955-000;Brazil;(48) 3583-0076;;;0;SC;;0
4202081;Biblioteca Pública Municipal de Massaranduba;Rua 25 de Julho;1510;Bandeirante;Santa Catarina;89905-000;Brazil;(49) 3626-0120;;;0;SC;;0
4202099;Biblioteca Pública Municipal Portal do Conhecimento;Av. Buenos Aires;s/n;Barra Bonita;Santa Catarina;89909-971;Brazil;(49) 3649-0004;;;0;SC;;0
4202107;Biblioteca Pública Municipal Professora Dolores O. G. Hernandes;Av. Governador Celso Ramos;200;Barra Velha;Santa Catarina;88390-000;Brazil;(47) 3446-7733;;;0;SC;;0
4202131;Biblioteca Pública Municipal Francisco Alves Pereira;Rua Estanislau Schumann;965;Bela Vista do Toldo;Santa Catarina;88478-971;Brazil;(47) 3629-0066;;;0;SC;;0
4202156;Biblioteca Pública Municipal de Belmonte;Av. Getúlio Vargas;s/n;Belmonte;Santa Catarina;89925-971;Brazil;(49) 3625-0034;;;0;SC;;0
4202206;Biblioteca Pública Municipal Agostinho Barufi;Rua Celso Ramos;5070;Benedito Novo;Santa Catarina;89120-000;Brazil;(47) 3385-0487;(47) 3385-0487;;0;SC;;0
4202305;Biblioteca Pública Municipal Coronel Teixeira de Oliveira;Rua Hermógenes Prazeres;59;Biguaçu;Santa Catarina;88140-000;Brazil;(48) 3243-4841;;;0;SC;;0
4202404;Biblioteca Pública Municipal Doutor Fritz Müller;Alameda Duque de Caxias;64;Blumenau;Santa Catarina;89015-010;Brazil;(47) 3326-6787;(47) 3326-6787;;0;SC;;0
4202438;Biblioteca Pública Municipal Célio Kauling;Rua João Assinki;38;Bocaina do Sul;Santa Catarina;88538-970;Brazil;(49) 3228-0047;;;0;SC;;0
4202503;Biblioteca Pública Municipal Colombo Machado Sales;Rua Prudente Luiz Vieira;s/n;Bom Jardim da Serra;Santa Catarina;88640-000;Brazil;(49) 3232-0679;(49) 3232-0197;;0;SC;;0
4202537;Biblioteca Pública Municipal;Rua Valdemar Silveira;46;Bom Jesus;Santa Catarina;89824-000;Brazil;(49) 8813-8279;;;0;SC;;0
4202578;Biblioteca Pública Municipal de Bom Jesus do Oeste;Av. Nossa Senhora de Fátima;s/n;Bom Jesus do Oeste;Santa Catarina;89873-000;Brazil;(49) 3363-0200;;;0;SC;;0
4202602;Biblioteca Pública Municipal Melvin Jones;Rua Anita Garibaldi;65 sala 02;Bom Retiro;Santa Catarina;88680-000;Brazil;(49) 3277-0903;;;0;SC;;0
4202453;Biblioteca Pública Municipal Cruz e Souza;Rua da Pescada Branca;s/n;Bombinhas;Santa Catarina;88215-000;Brazil;(47) 3369-2690;;;0;SC;;0
4202701;Biblioteca Pública Rui Barbosa;Rua João Moreli;66;Botuverá;Santa Catarina;88370-000;Brazil;(47) 3359-1170;(47) 3359-1170;;0;SC;;0
4202800;Biblioteca Pública Municipal de Braço do Norte;Rua Santa Augusta;201;Braço do Norte;Santa Catarina;88750-000;Brazil;(48) 9927-9223;;;0;SC;;0
4202859;Biblioteca Pública Municipal de Braço do Trombudo Lindolfo Bell;Rua Bernardo Wetzel;109;Braço do Trombudo;Santa Catarina;89178-000;Brazil;(47) 3547-0145;(47) 3547-0145;;0;SC;;0
4202875;Biblioteca Pública Municipal;Rua Armindo Leobet;440;Brunópolis;Santa Catarina;89634-000;Brazil;(47) 3556-0020;(47) 3556-0020;;0;SC;;0
4202909;Biblioteca Pública Municipal Ary Cabral;Rua Pastor Sandrescky;200;Brusque;Santa Catarina;88350-040;Brazil;(47) 3355-7381;;;0;SC;;0
4203006;Biblioteca Pública Municipal Vidal Ramos;Rua Curitibanos;600;Caçador;Santa Catarina;89500-000;Brazil;(49) 3563-2626;(49) 3563-2626;;0;SC;;0
4203105;Biblioteca Pública Municipal de Caibi;Rua Salgado Filho;686;Caibi;Santa Catarina;89888-000;Brazil;(49) 3648-0870;;;0;SC;;0
4203154;Biblioteca Pública Municipal Professor Darcy Ribeiro;Rua João Serafine;s/n;Calmon;Santa Catarina;89430-000;Brazil;(49) 3573-0259;(49) 3573-0031;;0;SC;;0
4203204;Biblioteca Pública Municipal Machado de Assis;Rua Maria da Glória;158;Camboriú;Santa Catarina;88340-000;Brazil;(47) 3365-3387;;;0;SC;;0
